title,year,rating
Evil Dead II,1987,3.8
Barfly,1987,3.8
La ley del deseo,1987,3.8
Cry Freedom,1987,3.8
Radio Days,1987,3.8
Prick Up Your Ears,1987,3.7
Tras el cristal,1987,3.7
84 Charing Cross Road,1987,3.7
The Lost Boys,1987,3.7
Cobra Verde,1987,3.7
Ôritsu uchûgun Oneamisu no tsubasa,1987,3.7
The Last Emperor,1987,3.7
The Lost Boys,1987,3.7
Dirty Dancing,1987,3.7
Hope and Glory,1987,3.7
Eddie Murphy Raw,1987,3.7
Intervista,1987,3.6
The Monster Squad,1987,3.6
Lethal Weapon,1987,3.6
Angel Heart,1987,3.6
Raising Arizona,1987,3.6
Lethal Weapon,1987,3.6
Broadcast News,1987,3.5
Some Kind of Wonderful,1987,3.5
Spaceballs,1987,3.5
Wall Street,1987,3.5
"Good Morning, Vietnam",1987,3.5
Predator,1987,3.5
Predator,1987,3.5
Near Dark,1987,3.5
Predator,1987,3.5
Moonstruck,1987,3.4
Hellraiser,1987,3.4
"Planes, Trains & Automobiles",1987,3.4
The Fourth Protocol,1987,3.4
Gardens of Stone,1987,3.4
The Stepfather,1987,3.4
Hamburger Hill,1987,3.4
Less Than Zero,1987,3.4
The Fourth Protocol,1987,3.4
Ironweed,1987,3.4
Three O'Clock High,1987,3.4
Prince of Darkness,1987,3.3
Tough Guys Don't Dance,1987,3.3
Hiding Out,1987,3.3
No Way Out,1987,3.3
Straight to Hell,1987,3.3
Epidemic,1987,3.3
Tough Guys Don't Dance,1987,3.3
Can't Buy Me Love,1987,3.3
Overboard,1987,3.2
La Bamba,1987,3.2
Square Dance,1987,3.2
Amazon Women on the Moon,1987,3.2
The Running Man,1987,3.2
From the Hip,1987,3.2
*batteries not included,1987,3.2
Adventures in Babysitting,1987,3.2
Fatal Attraction,1987,3.2
The Witches of Eastwick,1987,3.2
The Living Daylights,1987,3.1
Best Seller,1987,3.1
Tin Men,1987,3.1
Light of Day,1987,3.1
Project X,1987,3.1
A Prayer for the Dying,1987,3.1
The Whistle Blower,1987,3.1
A Nightmare on Elm Street 3: Dream Warriors,1987,3.1
Date with an Angel,1987,3.1
Beverly Hills Cop II,1987,3.1
Innerspace,1987,3.1
Extreme Prejudice,1987,3.1
RoboCop,1987,3.1
Roxanne,1987,3.0
The Big Town,1987,3.0
Creepshow 2,1987,3.0
The Secret of My Succe$s,1987,3.0
Someone to Watch Over Me,1987,3.0
Outrageous Fortune,1987,3.0
Summer School,1987,2.9
Stakeout,1987,2.9
Blind Date,1987,2.9
The Allnighter,1987,2.9
Blind Date,1987,2.9
Baby Boom,1987,2.9
Back to the Beach,1987,2.9
3 Men and a Baby,1987,2.9
The Umbrella Woman,1987,2.9
Throw Momma from the Train,1987,2.9
The Sicilian,1987,2.9
Death Before Dishonor,1987,2.9
Maid to Order,1987,2.8
The Pick-up Artist,1987,2.8
Nadine,1987,2.8
Fatal Beauty,1987,2.8
Making Mr. Right,1987,2.8
Beyond Therapy,1987,2.7
Burglar,1987,2.7
Hello Again,1987,2.7
Giulia e Giulia,1987,2.7
Police Academy 4: Citizens on Patrol,1987,2.7
The Garbage Pail Kids Movie,1987,2.6
Masters of the Universe,1987,2.6
Revenge of the Nerds II: Nerds in Paradise,1987,2.6
Superman IV: The Quest for Peace,1987,2.5
Jaws: The Revenge,1987,2.5
Ishtar,1987,2.3
Rent-a-Cop,1987,2.3
Dom za vesanje,1988,4.5
Nuovo Cinema Paradiso,1988,4.4
Hotaru no haka,1988,4.3
Tonari no Totoro,1988,4.3
Drowning by Numbers,1988,4.2
"Distant Voices, Still Lives",1988,4.2
Krótki film o zabijaniu,1988,4.2
Salaam Bombay!,1988,4.1
Le grand bleu,1988,4.1
Spoorloos,1988,4.0
Akira,1988,4.0
Imagine: John Lennon,1988,4.0
The Thin Blue Line,1988,4.0
Mujeres al borde de un ataque de nervios,1988,4.0
Mujeres al borde de un ataque de nervios,1988,4.0
The Thin Blue Line,1988,4.0
Torch Song Trilogy,1988,4.0
The Decline of Western Civilization Part II: The Metal Years,1988,3.9
Salome's Last Dance,1988,3.9
Die Hard,1988,3.9
The Unbearable Lightness of Being,1988,3.9
Powaqqatsi,1988,3.9
Camille Claudel,1988,3.9
Die Hard,1988,3.9
School Daze,1988,3.8
Running on Empty,1988,3.8
Rain Man,1988,3.8
Another Woman,1988,3.7
Dangerous Liaisons,1988,3.7
The Last Temptation of Christ,1988,3.7
Mississippi Burning,1988,3.7
Dangerous Liaisons,1988,3.7
Une affaire de femmes,1988,3.7
L'ours,1988,3.6
The Milagro Beanfield War,1988,3.6
Eight Men Out,1988,3.6
Talk Radio,1988,3.6
Stand and Deliver,1988,3.6
Dead Ringers,1988,3.6
Midnight Run,1988,3.6
Crossing Delancey,1988,3.6
Dead Ringers,1988,3.6
Clara's Heart,1988,3.5
The Accused,1988,3.5
Stealing Home,1988,3.5
Things Change,1988,3.5
Young Guns,1988,3.5
They Live,1988,3.5
Madame Sousatzka,1988,3.5
Who Framed Roger Rabbit,1988,3.5
Apartment Zero,1988,3.5
To Kill a Priest,1988,3.5
Lady in White,1988,3.5
Miracle Mile,1988,3.5
Dirty Rotten Scoundrels,1988,3.4
For Keeps?,1988,3.4
Willow,1988,3.4
Without a Clue,1988,3.4
Bull Durham,1988,3.4
A Fish Called Wanda,1988,3.4
Permanent Record,1988,3.4
Big,1988,3.4
Coming to America,1988,3.4
I'm Gonna Git You Sucka,1988,3.4
Big,1988,3.4
Beetle Juice,1988,3.4
Vibes,1988,3.3
Scrooged,1988,3.3
Colors,1988,3.3
The Land Before Time,1988,3.3
Oliver & Company,1988,3.3
Evil Angels,1988,3.3
Gorillas in the Mist: The Story of Dian Fossey,1988,3.3
Evil Angels,1988,3.3
Tucker: The Man and His Dream,1988,3.2
Track 29,1988,3.2
Tucker: The Man and His Dream,1988,3.2
Shoot to Kill,1988,3.2
The Accidental Tourist,1988,3.2
Clean and Sober,1988,3.2
Hellbound: Hellraiser II,1988,3.2
Sweet Hearts Dance,1988,3.2
The Naked Gun: From the Files of Police Squad!,1988,3.2
The Boost,1988,3.2
Frantic,1988,3.2
The Dead Pool,1988,3.2
Biloxi Blues,1988,3.1
Halloween 4: The Return of Michael Myers,1988,3.1
The Deceivers,1988,3.1
She's Having a Baby,1988,3.1
Distant Thunder,1988,3.1
Bad Dreams,1988,3.1
Bat*21,1988,3.1
The Seventh Sign,1988,3.1
Working Girl,1988,3.1
Everybody's All-American,1988,3.1
Little Nikita,1988,3.1
Masquerade,1988,3.1
Stormy Monday,1988,3.1
The Good Mother,1988,3.1
Two Moon Junction,1988,3.1
Feds,1988,3.0
Criminal Law,1988,3.0
License to Drive,1988,3.0
Cocktail,1988,3.0
Tapeheads,1988,3.0
36 fillette,1988,3.0
A Handful of Dust,1988,3.0
The Presidio,1988,3.0
Off Limits,1988,3.0
A Nightmare on Elm Street 4: The Dream Master,1988,3.0
Pumpkinhead,1988,2.9
Moon Over Parador,1988,2.9
Monkey Shines,1988,2.9
The Lair of the White Worm,1988,2.9
Switching Channels,1988,2.9
The House on Carroll Street,1988,2.9
Funny Farm,1988,2.9
The Couch Trip,1988,2.9
Tequila Sunrise,1988,2.9
Vampire's Kiss,1988,2.9
Memories of Me,1988,2.9
Hero and the Terror,1988,2.9
Rambo III,1988,2.9
Full Moon in Blue Water,1988,2.9
Return of the Living Dead Part II,1988,2.9
Shakedown,1988,2.9
Punchline,1988,2.8
Mr. North,1988,2.8
"Bright Lights, Big City",1988,2.8
Above the Law,1988,2.8
18 Again!,1988,2.8
Vice Versa,1988,2.8
Mac and Me,1988,2.7
Cocoon: The Return,1988,2.7
Twins,1988,2.7
Red Heat,1988,2.7
Mac and Me,1988,2.7
Earth Girls Are Easy,1988,2.6
Critters 2,1988,2.6
Johnny Be Good,1988,2.6
Young Einstein,1988,2.6
Action Jackson,1988,2.6
My Stepmother Is an Alien,1988,2.5
Arthur 2: On the Rocks,1988,2.5
Big Top Pee-wee,1988,2.5
The Girl in a Swing,1988,2.4
Caddyshack II,1988,2.4
For All Mankind,1989,4.1
Santa sangre,1989,4.1
Dip huet seung hung,1989,4.0
Henry V,1989,4.0
Glory,1989,4.0
Crimes and Misdemeanors,1989,4.0
Powwow Highway,1989,4.0
Henry V,1989,4.0
The Cook the Thief His Wife & Her Lover,1989,3.9
Shag,1989,3.9
Indiana Jones and the Last Crusade,1989,3.9
Longtime Companion,1989,3.9
Mystery Train,1989,3.9
Getting It Right,1989,3.9
Indiana Jones and the Last Crusade,1989,3.9
The Unbelievable Truth,1989,3.9
Jésus de Montréal,1989,3.9
Monsieur Hire,1989,3.9
My Left Foot: The Story of Christy Brown,1989,3.9
Do the Right Thing,1989,3.8
Shirley Valentine,1989,3.8
Dead Poets Society,1989,3.8
Romero,1989,3.8
Dead Poets Society,1989,3.8
Lean on Me,1989,3.7
Lean on Me,1989,3.7
Drugstore Cowboy,1989,3.7
How to Get Ahead in Advertising,1989,3.7
Heathers,1989,3.7
Say Anything...,1989,3.6
Steel Magnolias,1989,3.6
The Little Mermaid,1989,3.6
Steel Magnolias,1989,3.6
Last Exit to Brooklyn,1989,3.6
Rosalie Goes Shopping,1989,3.6
Sweetie,1989,3.6
The Blood of Heroes,1989,3.6
The Abyss,1989,3.5
Christmas Vacation,1989,3.5
Trop belle pour toi,1989,3.5
When Harry Met Sally...,1989,3.5
Back to the Future Part II,1989,3.5
Casualties of War,1989,3.4
Driving Miss Daisy,1989,3.4
New York Stories,1989,3.4
Chances Are,1989,3.4
The Gods Must Be Crazy II,1989,3.4
Immediate Family,1989,3.4
Field of Dreams,1989,3.4
Major League,1989,3.3
The 'burbs,1989,3.3
Sea of Love,1989,3.3
"See No Evil, Hear No Evil",1989,3.3
"See No Evil, Hear No Evil",1989,3.3
Chattahoochee,1989,3.3
Cheetah,1989,3.3
Harlem Nights,1989,3.3
"Sex, Lies, and Videotape",1989,3.3
Dream a Little Dream,1989,3.3
Born on the Fourth of July,1989,3.3
Bill & Ted's Excellent Adventure,1989,3.3
Ghostbusters II,1989,3.2
Enemies: A Love Story,1989,3.2
Erik the Viking,1989,3.2
Farewell to the King,1989,3.2
Jacknife,1989,3.2
The Fabulous Baker Boys,1989,3.2
Miss Firecracker,1989,3.2
The Package,1989,3.2
Road House,1989,3.2
Best of the Best,1989,3.2
Slaves of New York,1989,3.2
UHF,1989,3.2
Uncle Buck,1989,3.2
The War of the Roses,1989,3.2
Parenthood,1989,3.2
All Dogs Go to Heaven,1989,3.2
Staying Together,1989,3.2
True Believer,1989,3.2
True Love,1989,3.2
The Mighty Quinn,1989,3.2
Triumph of the Spirit,1989,3.2
The Dream Team,1989,3.1
The Tall Guy,1989,3.1
Cousins,1989,3.1
Fat Man and Little Boy,1989,3.1
Cousins,1989,3.1
Old Gringo,1989,3.1
The Wizard,1989,3.1
Blind Fury,1989,3.1
Dead Calm,1989,3.1
Warlock,1989,3.1
Stanley & Iris,1989,3.1
Licence to Kill,1989,3.1
The Wizard,1989,3.1
Scenes from the Class Struggle in Beverly Hills,1989,3.0
Johnny Handsome,1989,3.0
Weekend at Bernie's,1989,3.0
"I, Madman",1989,3.0
Tango & Cash,1989,3.0
Skin Deep,1989,3.0
Great Balls of Fire!,1989,3.0
Halloween 5,1989,3.0
Prancer,1989,3.0
Kinjite: Forbidden Subjects,1989,3.0
Speed Zone!,1989,3.0
"I, Madman",1989,3.0
Weekend at Bernie's,1989,3.0
An Innocent Man,1989,2.9
We're No Angels,1989,2.9
Blaze,1989,2.9
Look Who's Talking,1989,2.9
We're No Angels,1989,2.9
A Nightmare on Elm Street: The Dream Child,1989,2.9
Fletch Lives,1989,2.9
A Nightmare on Elm Street: The Dream Child,1989,2.9
Gross Anatomy,1989,2.9
"Honey, I Shrunk the Kids",1989,2.9
Blue Steel,1989,2.8
"The Karate Kid, Part III",1989,2.8
Star Trek V: The Final Frontier,1989,2.8
The January Man,1989,2.8
Friday the 13th Part VIII: Jason Takes Manhattan,1989,2.8
Pink Cadillac,1989,2.8
She's Out of Control,1989,2.8
Family Business,1989,2.8
K-9,1989,2.7
Leviathan,1989,2.7
Her Alibi,1989,2.7
Troop Beverly Hills,1989,2.6
Physical Evidence,1989,2.6
She-Devil,1989,2.6
Cyborg,1989,2.5
Goodfellas,1990,4.3
Reise der Hoffnung,1990,4.2
Dreams,1990,4.1
Europa Europa,1990,4.1
An Angel at My Table,1990,4.0
A Fei zheng chuan,1990,4.0
Rosencrantz & Guildenstern Are Dead,1990,4.0
Miller's Crossing,1990,4.0
Le château de ma mère,1990,4.0
Paris Is Burning,1990,4.0
Truly Madly Deeply,1990,3.9
Ju Dou,1990,3.9
La gloire de mon père,1990,3.9
Metropolitan,1990,3.9
Berkeley in the Sixties,1990,3.8
Edward Scissorhands,1990,3.8
The Sheltering Sky,1990,3.8
The Field,1990,3.8
State of Grace,1990,3.7
The Godfather: Part III,1990,3.7
King of New York,1990,3.7
The Krays,1990,3.7
Mountains of the Moon,1990,3.7
Jacob's Ladder,1990,3.7
Wild at Heart,1990,3.7
Átame!,1990,3.7
Hidden Agenda,1990,3.7
King of New York,1990,3.7
Conte de printemps,1990,3.6
Dances with Wolves,1990,3.6
Das schreckliche Mädchen,1990,3.6
Misery,1990,3.6
Awakenings,1990,3.6
Dances with Wolves,1990,3.6
Short Time,1990,3.6
The Long Walk Home,1990,3.6
The Hunt for Red October,1990,3.6
Pretty Woman,1990,3.5
Come See the Paradise,1990,3.5
Ghost,1990,3.5
3-4 x jûgatsu,1990,3.5
Reversal of Fortune,1990,3.5
Meet the Feebles,1990,3.5
Henry & June,1990,3.5
Memphis Belle,1990,3.4
The Grifters,1990,3.4
The Comfort of Strangers,1990,3.4
Men Don't Leave,1990,3.4
Pump Up the Volume,1990,3.4
Back to the Future Part III,1990,3.4
Total Recall,1990,3.3
Postcards from the Edge,1990,3.3
Nightbreed,1990,3.3
I Love You to Death,1990,3.3
Quick Change,1990,3.3
Cry-Baby,1990,3.3
"After Dark, My Sweet",1990,3.3
Teenage Mutant Ninja Turtles,1990,3.3
Home Alone,1990,3.3
The Rescuers Down Under,1990,3.2
The Witches,1990,3.2
Flatliners,1990,3.2
The Adventures of Ford Fairlane,1990,3.2
Presumed Innocent,1990,3.2
Presumed Innocent,1990,3.2
Young Guns II,1990,3.2
White Palace,1990,3.2
White Hunter Black Heart,1990,3.2
Quigley Down Under,1990,3.2
Internal Affairs,1990,3.2
Hardware,1990,3.2
The Freshman,1990,3.1
Bride of Re-Animator,1990,3.1
Lord of the Flies,1990,3.1
Men of Respect,1990,3.1
Pacific Heights,1990,3.1
The Freshman,1990,3.1
The Freshman,1990,3.1
Mr. & Mrs. Bridge,1990,3.1
Lord of the Flies,1990,3.1
Tales from the Darkside: The Movie,1990,3.1
Lionheart,1990,3.0
Tune in Tomorrow...,1990,3.0
My Blue Heaven,1990,3.0
Days of Thunder,1990,3.0
Graffiti Bridge,1990,3.0
Bad Influence,1990,3.0
Flashback,1990,3.0
Mermaids,1990,3.0
Miami Blues,1990,3.0
Kindergarten Cop,1990,3.0
The Russia House,1990,3.0
Mr. Destiny,1990,3.0
Gremlins 2: The New Batch,1990,3.0
The Handmaid's Tale,1990,3.0
All the Vermeers in New York,1990,3.0
Tremors,1990,3.0
Narrow Margin,1990,3.0
Texasville,1990,2.9
Fire Birds,1990,2.9
Opportunity Knocks,1990,2.9
Another 48 Hrs.,1990,2.9
Navy Seals,1990,2.9
Nuns on the Run,1990,2.9
Chicago Joe and the Showgirl,1990,2.9
Heart Condition,1990,2.9
Frankenstein Unbound,1990,2.9
The Two Jakes,1990,2.9
Darkman,1990,2.9
The Exorcist III,1990,2.9
Delta Force 2: The Colombian Connection,1990,2.9
Delta Force 2: The Colombian Connection,1990,2.9
House Party,1990,2.9
Leatherface: Texas Chainsaw Massacre III,1990,2.9
Bird on a Wire,1990,2.8
Rocky V,1990,2.8
3 Men and a Little Lady,1990,2.8
Taking Care of Business,1990,2.8
Betsy's Wedding,1990,2.8
Sibling Rivalry,1990,2.8
Arachnophobia,1990,2.8
Green Card,1990,2.8
Dick Tracy,1990,2.8
Funny About Love,1990,2.8
Child's Play 2,1990,2.8
Air America,1990,2.7
Joe Versus the Volcano,1990,2.7
Men at Work,1990,2.7
Cadillac Man,1990,2.7
Spaced Invaders,1990,2.7
RoboCop 2,1990,2.7
Hard to Kill,1990,2.7
Look Who's Talking Too,1990,2.6
The Bonfire of the Vanities,1990,2.6
Loose Cannons,1990,2.6
Ghost Dad,1990,2.5
La double vie de Véronique,1991,4.3
La double vie de Véronique,1991,4.3
The Five Heartbeats,1991,4.2
Hearts of Darkness: A Filmmaker's Apocalypse,1991,4.1
Da hong deng long gao gao gua,1991,4.1
Delicatessen,1991,4.1
Tous les matins du monde,1991,4.1
Bis ans Ende der Welt,1991,4.1
Mediterraneo,1991,4.1
The Silence of the Lambs,1991,4.0
Night on Earth,1991,4.0
Les amants du Pont-Neuf,1991,4.0
Europa,1991,4.0
Daughters of the Dust,1991,3.9
La belle noiseuse,1991,3.9
A Brief History of Time,1991,3.9
Let Him Have It,1991,3.9
Barton Fink,1991,3.9
Tacones lejanos,1991,3.9
Dogfight,1991,3.8
Wong Fei Hung,1991,3.8
Terminator 2: Judgment Day,1991,3.7
Fried Green Tomatoes,1991,3.7
Hear My Song,1991,3.7
The Commitments,1991,3.7
Boyz n the Hood,1991,3.7
JFK,1991,3.7
The Indian Runner,1991,3.7
Beauty and the Beast,1991,3.7
Hachi-gatsu no kyôshikyoku,1991,3.6
The Fisher King,1991,3.6
Impromptu,1991,3.6
Dead Again,1991,3.6
Defending Your Life,1991,3.6
By the Sword,1991,3.6
Naked Lunch,1991,3.6
My Own Private Idaho,1991,3.6
The Doors,1991,3.6
The Ballad of the Sad Cafe,1991,3.6
Once Around,1991,3.5
Poison,1991,3.5
My Girl,1991,3.5
My Girl,1991,3.5
Star Trek VI: The Undiscovered Country,1991,3.5
Grand Canyon,1991,3.4
Cape Fear,1991,3.4
Robin Hood: Prince of Thieves,1991,3.4
Not Without My Daughter,1991,3.4
Cape Fear,1991,3.4
Robin Hood: Prince of Thieves,1991,3.4
Mississippi Masala,1991,3.4
Cape Fear,1991,3.4
Black Robe,1991,3.3
The Last Boy Scout,1991,3.3
The Last Boy Scout,1991,3.3
29th Street,1991,3.3
Black Robe,1991,3.3
The Prince of Tides,1991,3.3
Regarding Henry,1991,3.3
Hangin' with the Homeboys,1991,3.3
Hook,1991,3.3
Backdraft,1991,3.3
Madame Bovary,1991,3.3
Point Break,1991,3.3
What About Bob?,1991,3.3
Thelma & Louise,1991,3.3
Guilty by Suspicion,1991,3.2
Frankie and Johnny,1991,3.2
Harley Davidson and the Marlboro Man,1991,3.2
Little Man Tate,1991,3.2
An American Tail: Fievel Goes West,1991,3.2
Father of the Bride,1991,3.2
L.A. Story,1991,3.2
Madonna: Truth or Dare,1991,3.2
The Addams Family,1991,3.2
Father of the Bride,1991,3.2
Dying Young,1991,3.2
The Rapture,1991,3.2
Frankie and Johnny,1991,3.2
Fei ying gai wak,1991,3.2
A Rage in Harlem,1991,3.2
Sleeping with the Enemy,1991,3.2
Bugsy,1991,3.2
All I Want for Christmas,1991,3.1
Liebestraum,1991,3.1
City Slickers,1991,3.1
The People Under the Stairs,1991,3.1
Teenage Mutant Ninja Turtles II: The Secret of the Ooze,1991,3.1
Drop Dead Fred,1991,3.1
Soapdish,1991,3.1
White Fang,1991,3.1
Mobsters,1991,3.1
True Colors,1991,3.0
Bill & Ted's Bogus Journey,1991,3.0
Rambling Rose,1991,3.0
Class Action,1991,3.0
Freddy's Dead: The Final Nightmare,1991,3.0
Bill & Ted's Bogus Journey,1991,3.0
Flight of the Intruder,1991,3.0
Necessary Roughness,1991,3.0
Hot Shots!,1991,3.0
Jungle Fever,1991,3.0
Toy Soldiers,1991,3.0
The Hard Way,1991,3.0
Out for Justice,1991,3.0
Married to It,1991,2.9
Mystery Date,1991,2.9
Life Stinks,1991,2.9
Mortal Thoughts,1991,2.9
Queens Logic,1991,2.9
Only the Lonely,1991,2.9
The Object of Beauty,1991,2.9
Hudson Hawk,1991,2.9
The Rocketeer,1991,2.9
The Naked Gun 2½: The Smell of Fear,1991,2.9
Oscar,1991,2.8
House Party 2,1991,2.8
F/X2,1991,2.8
F/X2,1991,2.8
Child's Play 3,1991,2.8
Return to the Blue Lagoon,1991,2.8
Other People's Money,1991,2.8
Switch,1991,2.8
Billy Bathgate,1991,2.8
Curly Sue,1991,2.8
One Good Cop,1991,2.8
"He Said, She Said",1991,2.7
Double Impact,1991,2.7
The Butcher's Wife,1991,2.7
The Marrying Man,1991,2.7
Bingo,1991,2.7
Doc Hollywood,1991,2.7
Body Parts,1991,2.6
Scenes from a Mall,1991,2.6
Highlander II: The Quickening,1991,2.6
V.I. Warshawski,1991,2.4
King Ralph,1991,2.4
Suburban Commando,1991,2.3
Monster in a Box,1992,4.2
C'est arrivé près de chez vous,1992,4.1
Un coeur en hiver,1992,4.1
Reservoir Dogs,1992,4.1
Incident at Oglala,1992,4.1
Léolo,1992,4.1
American Me,1992,4.1
The Power of One,1992,4.0
Unforgiven,1992,4.0
Careful,1992,4.0
Unforgiven,1992,4.0
Orlando,1992,3.9
Indochine,1992,3.9
Pure Country,1992,3.9
Como agua para chocolate,1992,3.9
Qiu Ju da guan si,1992,3.9
Simple Men,1992,3.9
Enchanted April,1992,3.9
Glengarry Glen Ross,1992,3.9
Newsies,1992,3.8
Husbands and Wives,1992,3.8
Malcolm X,1992,3.8
Bitter Moon,1992,3.8
Sarafina!,1992,3.8
Braindead,1992,3.8
L'amant,1992,3.8
Army of Darkness,1992,3.8
Wong Fei Hung II: Nam yi dong ji keung,1992,3.8
Scent of a Woman,1992,3.7
Änglagård,1992,3.7
Howards End,1992,3.7
A Midnight Clear,1992,3.7
Peter's Friends,1992,3.6
The Last of the Mohicans,1992,3.6
Chaplin,1992,3.6
Passion Fish,1992,3.6
Where the Day Takes You,1992,3.6
Into the West,1992,3.6
Belle epoque,1992,3.6
Into the West,1992,3.6
The Last of the Mohicans,1992,3.6
A Few Good Men,1992,3.6
Io speriamo che me la cavo,1992,3.6
Twin Peaks: Fire Walk with Me,1992,3.6
Of Mice and Men,1992,3.5
"Jamón, jamón",1992,3.5
Romper Stomper,1992,3.5
Bad Lieutenant,1992,3.5
Of Mice and Men,1992,3.5
The Crying Game,1992,3.5
"Gas, Food Lodging",1992,3.5
A River Runs Through It,1992,3.5
In the Soup,1992,3.5
Bob Roberts,1992,3.5
One False Move,1992,3.5
Wind,1992,3.5
The Boys of St. Vincent,1992,3.5
El mariachi,1992,3.5
Lorenzo's Oil,1992,3.5
Shining Through,1992,3.4
American Heart,1992,3.4
Wayne's World,1992,3.4
Singles,1992,3.4
Sneakers,1992,3.4
Topâzu,1992,3.4
Radio Flyer,1992,3.4
Patriot Games,1992,3.4
Thunderheart,1992,3.4
Tetsuo II: Body Hammer,1992,3.4
My New Gun,1992,3.4
City of Joy,1992,3.4
Ging chat goo si 3: Chiu kup ging chat,1992,3.4
Deep Cover,1992,3.4
Wayne's World,1992,3.4
Batman Returns,1992,3.3
The Waterdance,1992,3.3
The Mambo Kings,1992,3.3
Hoffa,1992,3.3
The Cutting Edge,1992,3.3
School Ties,1992,3.3
Zebrahead,1992,3.3
Love Field,1992,3.2
Article 99,1992,3.2
Lethal Weapon 3,1992,3.2
Forever Young,1992,3.1
The Hand That Rocks the Cradle,1992,3.1
Shuang long hui,1992,3.1
Unlawful Entry,1992,3.1
Far and Away,1992,3.1
Alien³,1992,3.1
Sister Act,1992,3.1
Basic Instinct,1992,3.1
The Mighty Ducks,1992,3.1
Used People,1992,3.1
Alien³,1992,3.1
FernGully: The Last Rainforest,1992,3.1
Rapid Fire,1992,3.1
The Mighty Ducks,1992,3.1
Candyman,1992,3.0
Under Siege,1992,3.0
White Men Can't Jump,1992,3.0
Home Alone 2: Lost in New York,1992,3.0
Trespass,1992,3.0
1492: Conquest of Paradise,1992,3.0
Traces of Red,1992,3.0
Night and the City,1992,3.0
Kuffs,1992,2.9
Single White Female,1992,2.9
The Bodyguard,1992,2.9
Encino Man,1992,2.9
Hellraiser III: Hell on Earth,1992,2.9
Guncrazy,1992,2.9
White Sands,1992,2.9
Straight Talk,1992,2.9
Whispers in the Dark,1992,2.9
Medicine Man,1992,2.9
Mo' Money,1992,2.9
Raising Cain,1992,2.9
Jennifer Eight,1992,2.9
Passenger 57,1992,2.9
Knight Moves,1992,2.9
Beethoven,1992,2.8
Universal Soldier,1992,2.8
Children of the Corn II: The Final Sacrifice,1992,2.8
Final Analysis,1992,2.8
Buffy the Vampire Slayer,1992,2.8
Prelude to a Kiss,1992,2.8
Boomerang,1992,2.8
Consenting Adults,1992,2.8
The Distinguished Gentleman,1992,2.8
Boomerang,1992,2.8
Poison Ivy,1992,2.7
HouseSitter,1992,2.7
Captain Ron,1992,2.7
Leap of Faith,1992,2.7
Mr. Baseball,1992,2.7
A Stranger Among Us,1992,2.7
Honeymoon in Vegas,1992,2.7
Storyville,1992,2.7
Toys,1992,2.6
Memoirs of an Invisible Man,1992,2.6
Freejack,1992,2.6
Man Trouble,1992,2.6
Ladybugs,1992,2.6
Cool World,1992,2.6
Aces: Iron Eagle III,1992,2.5
Honey I Blew Up the Kid,1992,2.5
Stop! Or My Mom Will Shoot,1992,2.2
Naked,1993,4.3
Schindler's List,1993,4.3
Trois couleurs: Bleu,1993,4.2
Ba wang bie ji,1993,4.1
Bound by Honor,1993,4.1
Caro diario,1993,4.1
Arizona Dream,1993,4.0
Bad Boy Bubby,1993,4.0
In the Name of the Father,1993,4.0
Stalingrad,1993,4.0
Mùi du du xanh - L'odeur de la papaye verte,1993,4.0
Short Cuts,1993,3.9
A Bronx Tale,1993,3.9
Mi vida loca,1993,3.9
The Saint of Fort Washington,1993,3.9
Madadayo,1993,3.9
Shadowlands,1993,3.9
True Romance,1993,3.9
Raining Stones,1993,3.9
Xi yan,1993,3.9
Lan feng zheng,1993,3.9
The Remains of the Day,1993,3.8
The Nightmare Before Christmas,1993,3.8
Ruby in Paradise,1993,3.8
Carlito's Way,1993,3.8
Thirty Two Short Films About Glenn Gould,1993,3.8
Tombstone,1993,3.8
Dazed and Confused,1993,3.8
Menace II Society,1993,3.8
Die Macht der Bilder: Leni Riefenstahl,1993,3.7
Vale Abraão,1993,3.7
What's Eating Gilbert Grape,1993,3.7
The Piano,1993,3.7
Les visiteurs,1993,3.7
Philadelphia,1993,3.7
The Joy Luck Club,1993,3.7
Map of the Human Heart,1993,3.7
The House of the Spirits,1993,3.7
Germinal,1993,3.7
The Princess and the Cobbler,1993,3.7
Only the Strong,1993,3.7
Rudy,1993,3.7
Manhattan Murder Mystery,1993,3.7
Gettysburg,1993,3.7
Siu nin Wong Fei Hung ji: Tit Ma Lau,1993,3.7
The Program,1993,3.6
Jurassic Park,1993,3.6
What's Love Got to Do with It,1993,3.6
King of the Hill,1993,3.6
The Sandlot,1993,3.6
The Fugitive,1993,3.6
Much Ado About Nothing,1993,3.6
Suture,1993,3.6
The Fugitive,1993,3.6
Benny & Joon,1993,3.6
Heaven & Earth,1993,3.6
Swing Kids,1993,3.5
This Boy's Life,1993,3.5
Searching for Bobby Fischer,1993,3.5
Robin Hood: Men in Tights,1993,3.5
Falling Down,1993,3.5
The Thing Called Love,1993,3.5
Kådisbellan,1993,3.5
Cronos,1993,3.5
This Boy's Life,1993,3.5
A Perfect World,1993,3.5
In the Line of Fire,1993,3.4
Mrs. Doubtfire,1993,3.4
Untamed Heart,1993,3.4
Poetic Justice,1993,3.4
Lost in Yonkers,1993,3.4
Killing Zoe,1993,3.4
Sugar Hill,1993,3.4
Heart and Souls,1993,3.4
Batman: Mask of the Phantasm,1993,3.4
